just	Sadece
exceptionalism	istisnacılık
cornice	korniş
xbox	Xbox
nurturance	bakım
dramatize	dramatize etmek
vacate	boşaltmak
unassailable	tartışılmaz
abortive	sonuçsuz
after-dinner	akşam yemeğinden sonra
inimical	düşmanca
impure	saf olmayan
avoidable	önlenebilir
bearish	düşüş eğilimi
evidentiary	delil
fast-track	hızlı yol
mixed-use	karma kullanım
two-point	iki nokta
distributive	dağıtıcı
slouch	sarkma
complicit	suç ortağı
discouragement	cesaret kırıklığı
demagoguery	demagoji
plunder	yağma
nip	kıstırmak
copying	kopyalama
shelving	raflar
regent	naip
newt	semender
alizarin	alizarin
bouillon	bulyon
contestation	çekişme
boone	lütuf
pancetta	pancetta
slag	cüruf
ruff	fırfır
squire	toprak sahibi
cobain	dene
tipper	damperli kamyon
pretreatment	ön arıtma
singletrack	tek parça
drake	ejder
cap'n	kaptan
lep	lep
defray	meydan okumak
detach	detaylar
recur	tekrarlamak
redistribute	yeniden dağıtmak
gobble	silip süpürmek
curvy	düzgün vücutlu
legalistic	yasalcı
groovy	harika
high-voltage	yüksek voltaj
pro-western	Batı yanlısı
legit	yasal
narrowing	daralma
linking	bağlama
newlywed	yeni evli
kiddo	ufaklık
vanderbilt	Vanderbilt
drier	daha kuru
fag	ibne
dependability	güvenilirlik
vermilion	vermilyon
darlin	sevgilim
lan	lan
berliner	Berlinli
mullet	kefal
hogan	domuz
divan	divan
rom	ROM
bodybuilding	vücut geliştirme
mugger	soyguncu
colitis	iltihap
tyre	yorulmak
coachman	arabacı
goldenrod	altın başak
tba	tba
squander	israf
downsize	küçültmek
reciprocate	misillemede bulunmak
out-of-the-way	yoldan çıkmış
snide	küçümseyen
them	onlara
late-afternoon	öğleden sonra
good-quality	kaliteli
colloquial	konuşma dili
soulless	ruhsuz
off-site	tesis dışı
technocratic	teknokratik
used-car	kullanılmış araba
ocular	oküler
mind-body	zihin-beden
testicular	testis
shrift	tutumluluk
subterfuge	kaçamak
disaffection	hoşnutsuzluk
embellishment	süsleme
bloodbath	kan banyosu
jurist	hukukçu
rollout	açarak yaymak
zealot	fanatik
verisimilitude	gerçeğe benzerlik
gravestone	mezar taşı
deceleration	yavaşlama
candlestick	şamdan
midfield	orta saha
workin	çalışıyor
friggin	kahrolası
seatpost	koltuk direği
jewishness	Yahudilik
decoder	şifre çözücü
stenosis	darlık
refill	yeniden doldurmak
non-stop	aralıksız
loopy	çılgın
knobby	pürüzlü
magisterial	hakim
timed	zamanlı
cerulean	gök mavisi
back-to-school	okula dönüş
pathologic	patolojik
extraordinaire	olağanüstü
oomph	çekici
loosening	gevşeme
pronto	derhal
co-editor	ortak editör
armrest	kol dayanağı
wallop	darbe
pretzel	pretzel
sourdough	ekşi maya
tip-off	ihbar
theyd	onlar
absolutist	mutlakiyetçi
akron	akron
wil	irade
outcrop	yüzeylenme
sandbar	kum çubuğu
morehouse	daha fazla ev
mademoiselle	matmazel
gelding	iğdiş edilmiş hayvan
faire	adil
conservancy	koruma
race/ethnicity	ırk/etnik köken
kikuyu	kikuyu
woodcock	çulluk
smecker	pis kokulu
smother	boğmak
red-brick	kırmızı tuğla
bashful	utangaç
unpalatable	nahoş
capacious	geniş
arty	gösterişli
state-level	eyalet düzeyinde
pharmacological	farmakolojik
symmetric	simetrik
boreal	Kuzey bölgesi
ultra-orthodox	ultra-ortodoks
about-face	ters yüz
nary	çok az
clink	tıngırdamak
manipulator	manipülatör
po	sonrasında
spinster	kız kurusu
riverfront	nehir kıyısı
equalizer	ekolayzer
murk	karanlık
heretic	sapkın
doghouse	köpek kulübesi
multivitamin	multivitamin
paging	çağrı
chuck	ayna
centrifuge	santrifüj
botox	botoks
turner	tornacı
palais	saray
winemaker	şarap imalatçısı
subsample	alt örnek
echinacea	ekinezya
nanoscale	nano ölçekli
feng	feng
pre-test	ön test
amygdala	amigdala
fandom	fandom
cris	kriz
outdo	üstün olmak
coalesce	birleşmek
startle	ürkmek
sag	sarkma
squint	şaşı
laconic	kısa ve öz
run-of-the-mill	sıradan
unshakable	sarsılmaz
indomitable	yılmaz
luxuriant	bereketli
out	dışarı
impetuous	aceleci
maniacal	manyak
million-plus	milyondan fazla
grade-point	not puanı
fatherless	babasız
topsy-turvy	altüst olmuş
high-value	yüksek değerli
convex	dışbükey
quadriplegic	felçli
season-ticket	sezonluk bilet
commissary	komiser
all-volunteer	tamamen gönüllü
intramural	okul içi
short-run	kısa vadeli
distributional	dağıtımsal
squabble	kavga
prowl	sinsi sinsi sinsi sinsi sinsi sinsi
recap	özet
refresher	bilgi tazeleme
ideologue	ideolog
targeting	hedefleme
matrimony	evlilik
apotheosis	tanrılaştırma
cinematographer	görüntü yönetmeni
pith	öz
technicolor	teknik renkli
rosewood	gül ağacı
billiard	bilardo
psychoanalyst	psikanalist
edging	kenar
cheater	dolandırıcı
constitutionalism	anayasacılık
quinoa	Kinoa
worldcom	dünya com
mindfulness	farkındalık
nan	içinde
occultation	gizlenme
steinbrenner	Steinbrenner
devastate	harap etmek
surmise	tahmin
ascribe	atfetmek
well-lit	iyi aydınlatılmış
aeronautical	havacılık
secessionist	ayrılıkçı
venereal	zührevi
decimal	ondalık
non-muslim	gayrimüslim
cutaneous	kutanöz
malay	malayca
valerian	kediotu
imprimatur	ruhsat
nastiness	pislik
finisher	bitirici
seaport	liman
letterhead	antetli kağıt
recuperation	iyileşme
piper	kavalcı
cappella	a cappella
matchmaker	çöpçatan
five-game	beş oyun
legitimation	meşrulaştırma
frontrunner	öncü
baitfish	yem balığı
gringo	yabancı
darfur	darfur
crevasse	yarık
caraway	kimyon
souter	güney
allergen	alerjen
silicosis	silikoz
necessitate	gerektirmek
disengage	devre dışı bırakmak
carly	Carly
indefatigable	yorulmak bilmez
torturous	işkence dolu
lower-cost	daha düşük maliyetli
infinitesimal	sonsuz küçük
drafty	cereyanlı
reductive	indirgeyici
heart-healthy	kalp-sağlıklı
lactic	laktik
clang	çınlama
revelry	şenlik
daydream	hayal kurmak
reopening	yeniden açılıyor
girlhood	kızlık çağı
reinterpretation	yeniden yorumlama
chutzpah	küstahlık
garter	jartiyer
rca	RCA
snuff	enfiye
lsu	lsu
humpback	kambur
domestication	evcilleştirme
push-up	şınav
stein	çelik
coon	rakun
psoriasis	sedef hastalığı
sire	efendim
diat	diyat
pamela	pamela
welly	iyi ki
terrorize	terörize etmek
remarry	yeniden evlenmek
paper-thin	kağıt kadar ince
fourfold	dört kat
highbrow	entelektüel
penultimate	sondan bir önceki
single-season	tek sezon
hyper	hiper
beady	boncuklu
instinctual	içgüdüsel
minimum-wage	asgari ücret
high-fiber	yüksek lif
low-quality	düşük kaliteli
nitric	nitrik
third-person	üçüncü şahıs
jungian	Jung'a ait
bitsy	cılız
fiend	şeytan
nadir	nadir
everyman	sıradan insan
ofthat	bunun
celeb	ünlü
tonnage	tonaj
tricycle	üç tekerlekli bisiklet
anus	anüs
telephoto	telefoto
blanc	beyaz
cipher	şifre
p.a	PA
sabbath	Şabat
ergonomics	ergonomi
acetaminophen	parasetamol : asetaminofen
windsurfing	rüzgar sörfü
mandible	alt çene
apostrophe	kesme işareti
masa	zaman
immerse	batırmak
bask	güneşlenmek
slay	öldürmek
tight-knit	sıkı örülmüş
gung-ho	hevesli
multilingual	çok dilli
american-made	amerikan yapımı
father-son	baba-oğul
houston-area	Houston bölgesi
home-run	evden kaçmak
mixed-race	karışık ırk
syntactic	sözdizimsel
small-company	küçük şirket
deaf-blind	sağır-kör
pretension	gösteriş
alarmist	alarmist
ruthlessness	acımasızlık
idealist	idealist
blot	leke
gizmo	alet
hummus	humus
hydrant	hidrant
footpath	patika
ex-president	eski başkan
absolution	günahların bağışlanması
padlock	asma kilit
scotsman	İskoçyalı
bacillus	basil
weiss	Weiss
libretto	libretto
sugarcane	şeker kamışı
spaceflight	uzay uçuşu
custer	müşteri
symptomatology	semptomatoloji
asp	asp
flue	baca
granulation	granülasyon
toolbar	araç çubuğu
ulama	ulema
gravitate	yer çekimi
all-around	her yerde
rapacious	açgözlü
heedless	dikkatsiz
untidy	düzensiz
unusable	kullanılamaz
hand-to-hand	el ele
gummy	sakızlı
anorexic	anoreksik
navigable	gezilebilir
phonetic	fonetik
pleistocene	pleistosen
natal	doğum
rabbinical	hahamlık
diastolic	diyastolik
ssi	ssi
hesitancy	tereddüt
record-keeping	kayıt tutma
theyll	onlar
videocassette	video kasetler
forecaster	tahminci
thunderbolt	yıldırım
kamikaze	kamikaze
bowman	okçu
thermodynamics	termodinamik
tapioca	tapyoka
spacesuit	uzay giysisi
self-monitoring	kendi kendini izleme
coyly	çekingen
cantankerous	huysuz
off-balance	dengesiz
blameless	suçsuz
bristly	kıllı
warlike	savaşçı
intransigent	uzlaşmaz
replaceable	değiştirilebilir
militaristic	militarist
sedimentary	tortul
romanesque	Romanesk
bronchial	bronşiyal
small-cap	küçük kapak
littoral	kıyısal
if	eğer
sepia	sepya
gridiron	ızgara
drifter	başıboş
motherland	vatan
superman	süpermen
ponderosa	gölcük
honeycomb	petek
mains	şebeke
homo	homo
racquetball	raketbol
underdevelopment	az gelişmişlik
lotta	çok
parishioner	cemaatçiler
crme	krem
steamship	vapur
weathering	hava şartlarına maruz kalma
parapet	korkuluk
hawthorn	alıç
portobello	Portobello
chimera	kimera
urea	üre
manatee	deniz ayısı
orientalism	oryantalizm
progressivism	ilerlemecilik
spaceport	uzay limanı
billfish	billfish
worldbench	dünya bankası
knotty	budaklı
second-story	ikinci kat
bookish	kitap tutkunu
studious	çalışkan
red-and-white	kırmızı-beyaz
whitish	beyazımsı
quality-of-life	yaşam kalitesi
antiviral	antiviral
beatific	kutsanmış
u.s.-born	ABD doğumlu
zimbabwean	Zimbabwe
bombard	bombardıman
inhabitant	onlar yaşıyor
bashing	dayak
walkout	grev
brewer	bira üreticisi
pap	baba
reservist	yedek
shifter	değiştiren
ladle	kepçe
rotator	döndürücü
rightist	sağcı
fruitcake	meyveli kek
hunchback	kambur
ripper	yırtıcı
forfeiture	müsadere
stencil	şablon
usn	bize
otolaryngology	kulak burun boğaz
fibrillation	fibrilasyon
unearth	ortaya çıkarmak
repent	tövbe etmek
snazzy	şık
unreachable	ulaşılamaz
droopy	mahzun
eighteen-year-old	on sekiz yaşında
owned	sahip olunan
forgetful	unutkan
inborn	doğuştan
animate	canlandırmak
lucent	şeffaf
nonreligious	dindar olmayan
carbon-fiber	karbon fiber
no-load	yüksüz
aqueous	sulu
latvian	Letonyalı
headliner	başrol oyuncusu
joining	katılmak
unraveling	çözülüyor
impersonation	kimliğe bürünme
blemish	kusur
alameda	Alameda
agape	açık açık
idleness	tembellik
sensationalism	sansasyonellik
tranquilizer	sakinleştirici
disloyalty	sadakatsizlik
multiplex	çok katlı
cost-of-living	yaşam maliyeti
handball	hentbol
mutuality	karşılıklılık
truancy	okuldan kaçma
barb	diken
redshirt	kırmızı gömlek
lakeshore	göl kıyısı
penne	penne
leaflet	broşür
stabilizer	dengeleyici
glade	açık alan
endive	Hindiba
reviewing	gözden geçirmek
conservator	koruyucu
directorate	müdürlük
hangman	cellat
endpoint	uç nokta
iguana	iguana
governess	mürebbiye
baywatch	körfez gözlemcisi
inquest	soruşturma
netscape	netscape
authentication	kimlik doğrulama
pastrami	pastırma
arboretum	botanik bahçesi
shareware	paylaşılan yazılım
sandler	Sandler
rickshaw	çekçek
dangle	sallanmak
finalize	sonuçlandırmak
retrace	tekrar takip etmek
woeful	acıklı
decades-long	onlarca yıl süren
candlelit	Mum ışığında
walk-through	geçiş
hypodermic	hipodermik
meritorious	değerli
affirmative-action	olumlu ayrımcılık
afrocentric	Afro-merkezli
u.s.-china	ABD-Çin
christological	kristolojik
monoclonal	monoklonal
fester	iltihaplanmak
i'm	Ben
idiocy	aptallık
kingpin	elebaşı
littleton	Littleton
stutter	kekemelik
locator	yer bulucu
maleness	erkeklik
scree	kayşat
viscosity	viskozite
micron	mikron
vane	kanat
detonator	patlatıcı
dosing	dozaj
ayatollah	Ayetullah
cleat	koç boynuzu
tepee	çadır
mead	bal likörü
nous	Biz
tern	sumru
cathode	katot
cross-strait	boğaz arası
plissken	plisken
scour	ovalamak
confiscate	el koymak
disreputable	itibarsız
invulnerable	yenilmez
insufferable	dayanılmaz
searchable	aranabilir
moorish	Mağribi
underweight	zayıf
asiatic	Asya
socio-cultural	sosyo-kültürel
maltese	malta dili
referential	referans niteliğinde
keynesian	Keynesyen
narratological	anlatıbilimsel
stiletto	stiletto
smiley	gülen yüz
parkland	park alanı
certitude	kesinlik
brushwork	fırça işi
bridesmaid	nedime
mitzvah	mitsva
stinger	iğne
bighorn	büyük boynuz
mit	ile
psychomotor	psikomotor
subaltern	madun
mig	Ben
mustang	Mustang
stimulator	uyarıcı
secy	seksi
revel	cümbüş
flatter	daha düz
inflame	alevlendirmek
gravelly	çakıllı
depression-era	bunalım dönemi
rear-view	arka görüş
small-group	küçük grup
vice-presidential	başkan yardımcısı
triple-a	üçlü-a
midnight	gece yarısı
supermassive	süper kütleli
branchial	branşsal
politicking	siyaset yapmak
ineffectiveness	etkisizlik
riddance	kurtuluş
hairpin	saç tokası
osama	Usame
misperception	yanlış algılama
maneuverability	manevra kabiliyeti
dimple	gamze
drape	örtü
newsmagazine	haber dergisi
at-bat	vuruşta
powerpoint	Powerpoint
revisionism	revizyonizm
voyeurism	röntgencilik
mechanization	makineleşme
procter	koruyucu
immunology	immünoloji
neuroscientist	sinir bilimci
carnation	karanfil
graham	Graham
pfizer	Pfizer
tartar	tartar
expropriation	kamulaştırma
sadism	sadizm
lu	lu
tivo	tivo
blaster	patlayıcı
marco	Marco
manioc	manyok
sweeten	tatlandırmak
squirm	kıvranmak
fluctuate	dalgalanma
propitious	elverişli
insincere	samimiyetsiz
specious	yanıltıcı
full-on	tam açık
nerdy	inek
incestuous	ensest
post-election	seçim sonrası
illegible	okunaksız
sold	satılmış
inertial	eylemsizlik
soft-tissue	yumuşak doku
hepatic	hepatik
yore	eskiden
hide-and-seek	saklambaç
tuft	püskül
warmup	ısınma
cataclysm	felaket
speedometer	hız göstergesi
sedative	yatıştırıcı
bunting	kiraz kuşu
nightline	gece hattı
wakefulness	uyanıklık
cranium	kafatası
sonata	sonat
bugle	borazan
comparability	karşılaştırılabilirlik
dispossession	mülksüzleştirme
radicchio	radikyo
joiner	marangoz
omega	omega
decontamination	dekontaminasyon
redfish	kırmızı balık
ernie	Ernie
individuation	bireyleşme
chiasmus	sözcük sırasının değişmesi
engulf	yutmak
immemorial	çok eski
blue-black	mavi-siyah
noncommercial	ticari olmayan
set-top	set üstü
who	DSÖ
timeliness	güncellik
ballpoint	tükenmez kalem
earlobe	kulak memesi
immobility	hareketsizlik
nameplate	tabela
remodeling	yeniden yapılanma
caving	mağaracılık
homeroom	sınıf odası
tiara	taç
ju	Sağ
captor	esir alan kişi
fiddler	kemancı
tourniquet	turnike
intermarriage	karma evlilik
bod	vücut
atelier	atölye
handover	devretmek
crewman	mürettebat
ekg	ekg
tiempo	zaman
moneyline	para hattı
homeopathy	homeopati
benny	Benny
nibble	kemirmek
enclose	çevrelemek
five-time	beş kez
one-page	tek sayfa
peppery	biberli
prurient	şehvetli
recoverable	kurtarılabilir
lower-class	alt sınıf
communitarian	toplulukçu
summative	özetleyici
stopover	mola
paisley	şal ​​desenli
progenitor	ata
icebox	buz kutusu
sonoma	sonoma
slicker	daha kaygan
eczema	egzama
gingrich	zencefil
busboy	komi
steamboat	vapur
rationalist	akılcı
self-identity	öz kimlik
shredder	parçalayıcı
woodstove	odun sobası
heterosexuality	heteroseksüellik
birthmark	doğum lekesi
woodruff	odun kırıntısı
unionization	sendikalaşma
spore	spor
rho	ro
altarpiece	sunak parçası
confound	karıştırmak
demonize	şeytanlaştırmak
askance	şüphe
now-famous	artık ünlü
poverty-stricken	yoksulluk çeken
spunky	cesur
eventful	olaylı
ghoulish	korkunç
droll	komik
puritanical	püriten
unwary	dikkatsiz
arguable	tartışılabilir
frizzy	Kıvırcık
loony	deli
ten-minute	on dakika
magnanimous	bağışlayıcı
voiceless	sessiz
king-size	kral boy
perinatal	perinatal
samoan	Samoalı
welter	kargaşa
coterie	zümre
hothouse	sera
eventuality	olasılık
gaffe	gaf
backroom	arka oda
showmanship	şovmenlik
bisque	bisküvi
furlough	izin
underwriter	sigortacı
seepage	sızıntı
opiate	afyon
collectivist	kolektivist
ethnocentrism	etnik merkezcilik
masonite	masonit
crowley	crowley
i.q	i.q
elmo	elmo
woodsman	ormancı
maladjustment	uyumsuzluk
eeg	eeg
deuterium	döteryum
grafite	grafit
outgrow	büyümek
repudiate	reddetmek
scold	azarlamak
stipulate	şart koşmak
stepped-up	hızlandırılmış
big-money	büyük para
boarded-up	gemiye bindirilmiş
full-color	tam renkli
sidelong	yan uzun
injurious	zararlı
ladylike	hanımefendi gibi
risk-free	risksiz
free-range	serbest menzilli
four-way	dört yönlü
kevlar	kevlar
three-step	üç adımlı
neurologic	nörolojik
pro-abortion	kürtaj yanlısı
novelistic	romansı
riverine	nehir kıyısı
dispositional	eğilimsel
atrial	atriyal
hilarity	neşe
emporium	market
hiccup	hıçkırık
joker	joker
midwest	orta batı
cabal	çete
titan	titan
lollipop	lolipop
consummation	tamamlanma
shipboard	gemi güvertesi
armory	cephanelik
gestalt	gebelik
coverup	Örtmek
condolence	taziye
dell	dell
runnin	koşuyor
sedimentation	sedimantasyon
lego	Lego
sainthood	azizlik
surfboard	sörf tahtası
yearling	bir yaşındaki
remarriage	yeniden evlenme
universalism	evrensellik
scallion	yeşil soğan
gargoyle	çirkin yaratık
taro	taro
coot	sakarmak
vibrato	titreşim
integer	tamsayı
headman	muhtar
bulgur	bulgur
nigga	zenci
faze	faze
galvanize	galvaniz
retract	geri çekmek
radiate	yaymak
acerbic	iğneleyici
mile-long	mil uzunluğunda
riotous	isyankar
two-page	iki sayfa
obtuse	geniş
sartorial	terzilik
cold-weather	soğuk hava
trickle-down	damlama
inequitable	adaletsiz
national-security	ulusal güvenlik
melancholic	melankolik
psychotropic	psikotropik
thrashing	dayak atmak
guessing	tahmin etmek
inhumanity	insanlık dışı
flagstone	kaldırım taşı
suntan	bronzlaşmak
waterline	su hattı
wingspan	kanat açıklığı
jamb	pervaz
osmosis	osmoz
yucca	avize ağacı
livin	yaşamak
grilling	ızgara yapmak
lazarus	Lazarus
dos	arasında
lactation	emzirme
headrest	kafalık
partitioning	bölümleme
huckabee	huckabee
airbus	hava otobüsü
orzo	orzo
shamanism	Şamanizm
addressee	muhatap
isd	kimlik numarası
nanotech	nanoteknoloji
kla	kla
denigrate	karalamak
disconnect	bağlantıyı kes
offline	çevrimdışı
tully	tully
tactful	incelikli
no-win	kazanamayan
gallic	Galyalı
egocentric	benmerkezci
potomac	potomac
iterative	yinelemeli
drug-resistant	ilaca dirençli
parametric	parametrik
grownup	yetişkin
nub	çekirdek
drool	saçmalamak
debutante	sosyeteye tanıtılan kız
machinist	makinist
pestilence	veba
wobble	sallanmak
raffle	çekiliş
expressiveness	ifade gücü
pedicure	pedikür
positivism	pozitivizm
nuke	nükleer bomba
offence	suç
hauler	nakliyeci
lordship	lordluk
vegetarianism	vejetaryenlik
sylvia	Silvia
dervish	derviş
fisher	balıkçı
sojourner	misafir
catchment	havza
topology	topoloji
sigma	sigma
out-group	grup dışı
